CompID,UserID,PublicRank,Successful Submission Count,CompPartCreated Year,CompPartCreated Month,CompPartCreated Day_of_week
ID_DKSX,ID_SWEMWT7N,rank 11,count 10,2,10,4
ID_1CBJ,ID_SWEMWT7N,rank 11,count 3,2,3,4
ID_U1HE,ID_SWEMWT7N,,count 10,2,10,3
ID_R5HL,ID_SWEMWT7N,rank 10,count 9,3,10,7
ID_VK18,ID_SWEMWT7N,,,3,4,7
ID_AXVN,ID_SWEMWT7N,rank 11,count 8,2,6,7
ID_OBP1,ID_SWEMWT7N,rank 11,count 9,3,4,7
ID_VS6D,ID_SWEMWT7N,rank 11,count 8,3,6,4
ID_8PEN,ID_SWEMWT7N,rank 11,count 3,2,11,4
ID_664W,ID_SWEMWT7N,,,3,7,5
ID_UBMS,ID_SWEMWT7N,rank 1,count 7,2,11,4
ID_XWMG,ID_SWEMWT7N,,,2,12,7
ID_T638,ID_SWEMWT7N,rank 9,count 5,2,4,7
ID_IAYS,ID_SWEMWT7N,rank 11,count 9,2,11,5
ID_ZSZR,ID_SWEMWT7N,rank 10,count 10,3,2,2
ID_3HST,ID_SWEMWT7N,,,3,7,5
ID_XYJZ,ID_SWEMWT7N,rank 11,count 5,3,7,5
ID_WMUF,ID_H12C0FZR,rank 11,count 10,3,1,4
ID_WMUF,ID_MLVLC96Q,,count 10,3,1,4
ID_VDSL,ID_MLVLC96Q,,,3,1,4
ID_WMUF,ID_VLVLOR3G,,,3,1,4
ID_IV8G,ID_VLVLOR3G,,,1,11,3
ID_UIC7,ID_VLVLOR3G,,,1,11,5
ID_1CBJ,ID_VLVLOR3G,,,2,2,7
ID_1INW,ID_VLVLOR3G,rank 10,count 10,1,10,1
ID_ZSZR,ID_VLVLOR3G,,,3,4,4
ID_ZSZR,ID_VLVLOR3G,,count 3,3,2,1
ID_QCN2,ID_3CGU97PZ,,,3,1,4
ID_JYR6,ID_3CGU97PZ,rank 9,count 10,2,8,3
ID_V5M1,ID_3CGU97PZ,,,2,6,5
ID_2KEY,ID_3CGU97PZ,rank 1,count 10,2,6,3
ID_QXRY,ID_3CGU97PZ,,,2,10,6
ID_50DK,ID_3CGU97PZ,,,2,11,4
ID_MPSN,ID_3CGU97PZ,rank 5,count 10,2,3,5
ID_AWEI,ID_3CGU97PZ,rank 7,count 9,2,3,4
ID_YZ4I,ID_3CGU97PZ,,,1,7,5
ID_F53H,ID_3CGU97PZ,rank 9,count 10,2,11,7
ID_N932,ID_3CGU97PZ,rank 1,count 10,2,12,4
ID_4DT4,ID_3CGU97PZ,,,3,4,7
ID_H4L8,ID_3CGU97PZ,rank 2,count 8,2,7,1
ID_UIC7,ID_3CGU97PZ,,,2,2,4
ID_3JA7,ID_3CGU97PZ,,,2,4,1
ID_1CBJ,ID_3CGU97PZ,rank 1,count 8,2,2,7
ID_U1HE,ID_3CGU97PZ,rank 11,count 6,2,12,1
ID_U1HE,ID_3CGU97PZ,rank 8,count 10,2,10,7
ID_R5HL,ID_3CGU97PZ,rank 4,count 6,3,11,5
ID_G370,ID_3CGU97PZ,,,3,12,4
ID_G31W,ID_3CGU97PZ,,,2,8,4
ID_AXVN,ID_3CGU97PZ,rank 10,count 8,2,6,2
ID_BT9Z,ID_3CGU97PZ,rank 10,count 7,1,7,5
ID_PWC6,ID_3CGU97PZ,,,3,1,5
ID_Y6XI,ID_3CGU97PZ,rank 10,count 6,3,12,3
ID_UBMS,ID_3CGU97PZ,rank 1,count 6,2,11,4
ID_T638,ID_3CGU97PZ,rank 1,count 6,2,2,4
ID_IAYS,ID_3CGU97PZ,rank 11,count 10,2,11,4
ID_0HHR,ID_3CGU97PZ,rank 1,count 9,3,2,1
ID_ZSZR,ID_3CGU97PZ,rank 3,count 10,3,2,4
ID_T638,ID_JR1CFFQC,rank 11,count 10,2,1,4
ID_QXRY,ID_JWI15X3W,,,2,11,1
ID_ZBPQ,ID_JWI15X3W,,,3,10,6
ID_SNXY,ID_JWI15X3W,,,3,10,7
ID_P8IG,ID_JWI15X3W,,,3,10,4
ID_ASHZ,ID_JWI15X3W,,,3,11,4
ID_HZ45,ID_JWI15X3W,,,3,10,3
ID_VNN1,ID_JWI15X3W,,,3,5,5
ID_G7A4,ID_JWI15X3W,,,3,10,3
ID_GQCR,ID_JWI15X3W,rank 1,count 6,3,10,3
ID_664W,ID_JWI15X3W,,,3,11,2
ID_GOXL,ID_R6ZII3MK,,,3,10,6
ID_P8IG,ID_R6ZII3MK,,,3,10,6
ID_G370,ID_R6ZII3MK,,count 10,3,12,5
ID_GQCR,ID_R6ZII3MK,rank 2,count 10,3,10,5
ID_3HST,ID_R6ZII3MK,,,3,10,6
ID_7MLO,ID_XBMJ8GU7,,count 10,2,10,5
ID_QCN2,ID_XBMJ8GU7,,,3,1,4
ID_1E58,ID_XBMJ8GU7,rank 2,count 6,3,8,4
ID_2KEY,ID_XBMJ8GU7,,,2,12,5
ID_QXRY,ID_XBMJ8GU7,,,2,11,1
ID_ZBPQ,ID_XBMJ8GU7,,,3,6,7
ID_50DK,ID_XBMJ8GU7,,,2,11,4
ID_GI2A,ID_XBMJ8GU7,rank 1,count 6,3,8,3
ID_AWEI,ID_XBMJ8GU7,,,2,12,6
ID_P8IG,ID_XBMJ8GU7,,,2,10,5
ID_F53H,ID_XBMJ8GU7,rank 2,count 5,2,12,4
ID_FBDX,ID_XBMJ8GU7,,,2,12,5
ID_MICX,ID_XBMJ8GU7,rank 9,count 3,3,4,5
ID_8WX8,ID_XBMJ8GU7,,,2,12,4
ID_N932,ID_XBMJ8GU7,rank 1,count 8,2,12,4
ID_GCU7,ID_XBMJ8GU7,rank 10,count 10,3,6,3
ID_4DT4,ID_XBMJ8GU7,,,3,4,1
ID_3JA7,ID_XBMJ8GU7,,,3,6,3
ID_U1HE,ID_XBMJ8GU7,,,2,11,4
ID_R5HL,ID_XBMJ8GU7,rank 10,count 9,3,10,4
ID_Z5QP,ID_XBMJ8GU7,rank 11,count 8,3,6,3
ID_OBP1,ID_XBMJ8GU7,,,3,5,7
ID_VS6D,ID_XBMJ8GU7,rank 2,count 6,3,9,2
ID_Y6XI,ID_XBMJ8GU7,rank 1,count 6,3,12,3
ID_8PEN,ID_XBMJ8GU7,rank 1,count 7,2,11,4
ID_G7A4,ID_XBMJ8GU7,,,3,10,5
ID_GQCR,ID_XBMJ8GU7,,,3,10,5
ID_UBMS,ID_XBMJ8GU7,rank 1,count 10,2,11,4
ID_XWMG,ID_XBMJ8GU7,,,2,12,5
ID_IAYS,ID_XBMJ8GU7,rank 10,count 6,2,11,5
ID_ZSZR,ID_XBMJ8GU7,rank 6,count 10,3,2,3
ID_3HST,ID_XBMJ8GU7,,,3,7,6
ID_C59X,ID_BBZCM76Y,rank 11,count 8,3,3,5
ID_P8IG,ID_BBZCM76Y,,,3,3,4
ID_MICX,ID_BBZCM76Y,rank 10,count 3,3,4,2
ID_F7X4,ID_BBZCM76Y,,,3,1,6
ID_GCU7,ID_BBZCM76Y,,,3,3,1
ID_4DT4,ID_BBZCM76Y,rank 9,count 4,3,5,1
ID_HZ45,ID_BBZCM76Y,,,3,10,3
ID_Z5QP,ID_BBZCM76Y,,,3,6,3
ID_GFDE,ID_BBZCM76Y,rank 1,count 10,3,3,4
ID_VK18,ID_BBZCM76Y,,,3,4,5
ID_1E58,ID_7A2P1HII,rank 10,count 10,3,8,4
ID_SW6X,ID_7A2P1HII,,,3,10,1
ID_ABBZ,ID_7A2P1HII,rank 1,count 10,3,3,7
ID_SNXY,ID_7A2P1HII,,,3,12,6
ID_R5HL,ID_7A2P1HII,,,3,12,2
ID_VK18,ID_7A2P1HII,,,3,4,4
ID_OBP1,ID_7A2P1HII,,,3,3,4
ID_Y6XI,ID_7A2P1HII,,,3,12,5
ID_XWMG,ID_7A2P1HII,,,3,1,7
ID_ZSZR,ID_7A2P1HII,rank 7,count 6,3,2,4
ID_GOXL,ID_4G0B9UIF,,,3,12,6
ID_GTIV,ID_4G0B9UIF,rank 1,count 6,3,12,1
ID_U1HE,ID_4G0B9UIF,,,3,12,7
ID_R5HL,ID_4G0B9UIF,rank 11,count 5,3,11,2
ID_G370,ID_4G0B9UIF,rank 11,count 4,3,12,3
ID_EZD0,ID_4G0B9UIF,rank 11,count 8,3,11,1
ID_Y6XI,ID_4G0B9UIF,rank 11,count 7,3,11,3
ID_I5BX,ID_2M3CR0FP,rank 11,count 8,3,12,7
ID_MPSN,ID_2M3CR0FP,rank 5,count 10,3,12,4
ID_AWEI,ID_2M3CR0FP,,,3,12,5
ID_88GO,ID_2M3CR0FP,,,3,12,5
ID_PH4H,ID_2M3CR0FP,,,3,12,5
ID_F7X4,ID_2M3CR0FP,,,3,12,7
ID_GTIV,ID_2M3CR0FP,rank 1,count 3,3,12,7
ID_R5HL,ID_2M3CR0FP,rank 8,count 9,3,12,7
ID_SNXY,ID_DORTFVR0,,,3,11,3
ID_GCU7,ID_DORTFVR0,rank 6,count 10,2,12,2
ID_4DT4,ID_DORTFVR0,,,3,7,7
ID_F0B5,ID_DORTFVR0,,,3,6,2
ID_R5HL,ID_DORTFVR0,rank 11,count 3,3,10,1
ID_G370,ID_DORTFVR0,rank 11,count 4,3,12,7
ID_OBP1,ID_DORTFVR0,,,3,4,5
ID_VS6D,ID_DORTFVR0,,,3,9,5
ID_ZSZR,ID_DORTFVR0,rank 9,count 6,3,3,2
ID_1E58,ID_XJ03MFM5,rank 11,count 7,3,8,2
ID_QXRY,ID_XJ03MFM5,,,2,10,6
ID_ZBPQ,ID_XJ03MFM5,,,3,2,3
ID_GOXL,ID_XJ03MFM5,rank 11,count 10,3,1,1
ID_50DK,ID_XJ03MFM5,rank 10,count 10,2,11,4
ID_GI2A,ID_XJ03MFM5,rank 10,count 10,3,8,5
ID_IUTP,ID_XJ03MFM5,rank 11,count 10,2,11,2
ID_MPSN,ID_XJ03MFM5,rank 3,count 10,2,10,7
ID_AWEI,ID_XJ03MFM5,,,2,12,4
ID_TKJJ,ID_XJ03MFM5,,,3,9,2
ID_P8IG,ID_XJ03MFM5,rank 11,count 10,2,11,1
ID_F53H,ID_XJ03MFM5,,count 10,3,2,6
ID_FBDX,ID_XJ03MFM5,,,2,12,4
ID_KG1B,ID_XJ03MFM5,,,2,12,4
ID_8WX8,ID_XJ03MFM5,,,2,12,4
ID_GCU7,ID_XJ03MFM5,rank 10,count 9,2,9,7
ID_ASHZ,ID_XJ03MFM5,rank 11,count 9,3,10,3
ID_D0T1,ID_XJ03MFM5,,,3,1,2
ID_F0B5,ID_XJ03MFM5,rank 11,count 10,3,6,3
ID_HZ45,ID_XJ03MFM5,,,3,10,6
ID_R5HL,ID_XJ03MFM5,rank 10,count 8,3,11,3
ID_VNN1,ID_XJ03MFM5,rank 10,count 10,2,12,6
ID_TLNA,ID_XJ03MFM5,rank 11,count 10,3,1,2
ID_VK18,ID_XJ03MFM5,rank 10,count 10,3,6,5
ID_1INW,ID_XJ03MFM5,,,3,8,4
ID_HTKR,ID_XJ03MFM5,rank 11,count 10,3,5,1
ID_VS6D,ID_XJ03MFM5,rank 11,count 7,3,8,4
ID_VDSL,ID_XJ03MFM5,rank 11,count 10,2,12,4
ID_G7A4,ID_XJ03MFM5,,,3,10,6
ID_GQCR,ID_XJ03MFM5,,,3,10,6
ID_664W,ID_XJ03MFM5,,,3,12,5
ID_XWMG,ID_XJ03MFM5,,,2,12,4
ID_0HHR,ID_XJ03MFM5,rank 11,count 9,3,3,7
ID_ZSZR,ID_XJ03MFM5,,,3,2,6
ID_R4NQ,ID_P7KQL7AA,rank 11,count 8,3,11,3
ID_JIF0,ID_P7KQL7AA,rank 11,count 8,3,9,5
ID_SW6X,ID_P7KQL7AA,,,3,10,3
ID_AWEI,ID_P7KQL7AA,,,3,9,5
ID_FBDX,ID_P7KQL7AA,,,2,12,6
ID_E1LI,ID_P7KQL7AA,,,3,4,1
ID_F0B5,ID_P7KQL7AA,,,3,9,7
ID_R5HL,ID_P7KQL7AA,,,3,11,4
ID_AXVN,ID_P7KQL7AA,,,3,10,6
ID_HTKR,ID_P7KQL7AA,,,3,10,3
ID_G7A4,ID_P7KQL7AA,rank 10,count 6,3,10,4
ID_XWMG,ID_P7KQL7AA,,,2,12,6
ID_WIA6,ID_2FFAP5NB,,,3,12,2
ID_AWEI,ID_2FFAP5NB,,,2,11,6
ID_8WX8,ID_2FFAP5NB,,,2,12,4
ID_DJJ7,ID_DW35NOBE,,,2,1,4
ID_DKSX,ID_DW35NOBE,,,2,10,5
ID_T638,ID_DW35NOBE,rank 1,count 9,2,1,5
ID_1E58,ID_MPPS9UBF,,,3,11,3
ID_SW6X,ID_MPPS9UBF,,,3,10,7
ID_MPSN,ID_MPPS9UBF,rank 2,count 8,3,10,7
ID_SNXY,ID_MPPS9UBF,,,3,10,7
ID_HZ45,ID_MPPS9UBF,,,3,10,1
ID_R5HL,ID_MPPS9UBF,rank 10,count 8,3,10,1
ID_VS6D,ID_MPPS9UBF,rank 2,count 6,3,10,5
ID_EZD0,ID_MPPS9UBF,,count 10,3,11,1
ID_Y6XI,ID_MPPS9UBF,rank 11,count 4,3,11,4
ID_G7A4,ID_MPPS9UBF,rank 11,count 6,3,10,1
ID_GQCR,ID_MPPS9UBF,rank 10,count 10,3,10,1
ID_7MLO,ID_H6Y3743E,,,2,10,5
ID_LMFN,ID_H6Y3743E,,,2,1,3
ID_MPSN,ID_H6Y3743E,rank 5,count 10,2,3,3
ID_C59X,ID_H6Y3743E,,,3,3,6
ID_MICX,ID_H6Y3743E,rank 9,count 5,3,4,2
ID_D42Y,ID_H6Y3743E,,,3,7,7
ID_F7X4,ID_H6Y3743E,,,2,1,3
ID_Z5QP,ID_H6Y3743E,,,3,6,3
ID_VNN1,ID_H6Y3743E,,,3,4,1
ID_GFDE,ID_H6Y3743E,,,3,3,3
ID_AXVN,ID_H6Y3743E,,,2,9,5
ID_8PEN,ID_H6Y3743E,,,2,11,5
ID_G7A4,ID_H6Y3743E,,,3,10,5
ID_GQCR,ID_H6Y3743E,,,3,10,5
ID_T638,ID_H6Y3743E,,,2,3,3
ID_1E58,ID_VC0PF33W,rank 11,count 3,3,8,4
ID_JYR6,ID_VC0PF33W,rank 9,count 3,2,8,2
ID_V5M1,ID_VC0PF33W,,,2,6,5
ID_QXRY,ID_VC0PF33W,,,2,10,5
ID_ZBPQ,ID_VC0PF33W,,,3,7,2
ID_SV8O,ID_VC0PF33W,rank 11,count 10,2,10,3
ID_SW6X,ID_VC0PF33W,,count 10,3,9,3
ID_MPSN,ID_VC0PF33W,rank 1,count 3,2,4,2
ID_AWEI,ID_VC0PF33W,,,2,5,5
ID_ABBZ,ID_VC0PF33W,,,3,3,5
ID_SNXY,ID_VC0PF33W,rank 11,count 3,3,10,6
ID_F53H,ID_VC0PF33W,,count 3,2,11,1
ID_SIY6,ID_VC0PF33W,,,2,3,6
ID_4DT4,ID_VC0PF33W,,,3,4,4
ID_UIC7,ID_VC0PF33W,,,1,11,2
ID_F0B5,ID_VC0PF33W,rank 11,count 8,3,6,3
ID_1CBJ,ID_VC0PF33W,,,2,3,1
ID_58T1,ID_VC0PF33W,rank 11,count 10,3,1,4
ID_HZ45,ID_VC0PF33W,,,3,10,3
ID_R5HL,ID_VC0PF33W,rank 11,count 3,3,10,6
ID_VK18,ID_VC0PF33W,rank 11,count 3,3,4,4
ID_HTKR,ID_VC0PF33W,,,3,11,4
ID_OBP1,ID_VC0PF33W,,count 10,3,3,4
ID_VS6D,ID_VC0PF33W,rank 11,count 3,3,6,3
ID_Y6XI,ID_VC0PF33W,rank 11,count 4,3,12,2
ID_G7A4,ID_VC0PF33W,rank 10,count 10,3,10,6
ID_664W,ID_VC0PF33W,,count 10,3,7,7
ID_XWMG,ID_VC0PF33W,,,3,2,4
ID_0HHR,ID_VC0PF33W,,count 9,3,3,6
ID_ZSZR,ID_VC0PF33W,,count 3,3,2,4
ID_3HST,ID_VC0PF33W,,,3,7,7
ID_GOXL,ID_8X4WD30X,,,3,5,5
ID_81JW,ID_8X4WD30X,,,2,12,1
ID_MPSN,ID_8X4WD30X,,,3,10,4
ID_J66M,ID_8X4WD30X,,,3,11,1
ID_P8IG,ID_8X4WD30X,,,3,10,7
ID_MICX,ID_8X4WD30X,rank 6,count 9,3,4,4
ID_GCU7,ID_8X4WD30X,,count 10,3,6,2
ID_Z5QP,ID_8X4WD30X,,count 8,3,6,3
ID_TLNA,ID_8X4WD30X,,,3,5,3
ID_VK18,ID_8X4WD30X,,,3,5,5
ID_GQCR,ID_8X4WD30X,,count 6,3,10,5
ID_MPSN,ID_SAC9OGC1,,,3,1,1
ID_AWEI,ID_SAC9OGC1,,,3,5,2
ID_88GO,ID_SAC9OGC1,,,3,7,3
ID_PH4H,ID_SAC9OGC1,,,3,7,3
ID_D42Y,ID_SAC9OGC1,,,3,5,1
ID_GCU7,ID_SAC9OGC1,rank 9,count 10,3,5,7
ID_3XEN,ID_SAC9OGC1,rank 11,count 6,3,5,3
ID_R5HL,ID_SAC9OGC1,,,3,11,5
ID_VDSL,ID_SAC9OGC1,,,3,7,3
ID_GQCR,ID_SAC9OGC1,rank 8,count 10,3,10,4
ID_T638,ID_SAC9OGC1,,count 10,3,5,6
ID_QCN2,ID_HD4C3MI8,rank 11,count 9,3,1,4
ID_1E58,ID_HD4C3MI8,rank 2,count 9,3,8,7
ID_JYR6,ID_HD4C3MI8,,,2,10,7
ID_V5M1,ID_HD4C3MI8,rank 1,count 10,2,9,4
ID_2KEY,ID_HD4C3MI8,,count 10,2,9,7
ID_QXRY,ID_HD4C3MI8,rank 11,count 10,2,10,5
ID_ZBPQ,ID_HD4C3MI8,,,3,9,5
ID_UWCU,ID_HD4C3MI8,rank 11,count 10,3,10,5
ID_CEI6,ID_HD4C3MI8,rank 11,count 6,3,1,4
ID_GOXL,ID_HD4C3MI8,,,3,1,5
ID_50DK,ID_HD4C3MI8,rank 11,count 6,2,11,4
ID_I5BX,ID_HD4C3MI8,rank 11,count 6,3,10,5
ID_WIA6,ID_HD4C3MI8,,,3,8,3
ID_SW6X,ID_HD4C3MI8,rank 11,count 10,3,9,4
ID_81JW,ID_HD4C3MI8,,,2,7,5
ID_GI2A,ID_HD4C3MI8,rank 10,count 10,3,8,4
ID_IUTP,ID_HD4C3MI8,,,3,10,5
ID_MPSN,ID_HD4C3MI8,rank 5,count 6,2,9,7
ID_J66M,ID_HD4C3MI8,rank 1,count 10,3,2,5
ID_AWEI,ID_HD4C3MI8,,,2,5,6
ID_TYYF,ID_HD4C3MI8,,,3,1,1
ID_ABBZ,ID_HD4C3MI8,,,3,4,4
ID_SNXY,ID_HD4C3MI8,rank 11,count 6,3,10,5
ID_P8IG,ID_HD4C3MI8,,,3,10,5
ID_88GO,ID_HD4C3MI8,,,3,10,5
ID_F53H,ID_HD4C3MI8,rank 10,count 4,2,12,4
ID_PH4H,ID_HD4C3MI8,rank 11,count 6,3,9,5
ID_N932,ID_HD4C3MI8,rank 10,count 10,2,12,4
ID_E1LI,ID_HD4C3MI8,,,3,10,5
ID_D42Y,ID_HD4C3MI8,rank 1,count 10,2,6,7
ID_F7X4,ID_HD4C3MI8,rank 2,count 10,3,10,5
ID_GCU7,ID_HD4C3MI8,,,3,10,5
ID_AB95,ID_HD4C3MI8,,,3,12,7
ID_4DT4,ID_HD4C3MI8,rank 2,count 6,3,7,1
ID_GTIV,ID_HD4C3MI8,,count 3,3,11,4
ID_H4L8,ID_HD4C3MI8,,,2,7,2
ID_UIC7,ID_HD4C3MI8,,,3,10,5
ID_DKSX,ID_HD4C3MI8,,,2,10,3
ID_3JA7,ID_HD4C3MI8,,,3,10,5
ID_D0T1,ID_HD4C3MI8,,count 10,2,7,1
ID_F0B5,ID_HD4C3MI8,,,3,6,2
ID_1CBJ,ID_HD4C3MI8,,,2,5,5
ID_3G07,ID_HD4C3MI8,,,2,9,5
ID_HZ45,ID_HD4C3MI8,,,3,10,5
ID_U1HE,ID_HD4C3MI8,,,3,10,5
ID_R5HL,ID_HD4C3MI8,rank 11,count 3,3,10,6
ID_HJ9S,ID_HD4C3MI8,,,3,5,3
ID_TLNA,ID_HD4C3MI8,,,2,10,3
ID_G31W,ID_HD4C3MI8,rank 11,count 6,2,9,2
ID_VK18,ID_HD4C3MI8,rank 1,count 10,3,6,3
ID_HTKR,ID_HD4C3MI8,,,3,10,5
ID_OBP1,ID_HD4C3MI8,rank 1,count 8,3,4,2
ID_BT9Z,ID_HD4C3MI8,,,3,10,5
ID_VS6D,ID_HD4C3MI8,rank 9,count 10,3,6,4
ID_RSV3,ID_HD4C3MI8,,,3,10,5
ID_VDSL,ID_HD4C3MI8,,count 10,3,1,5
ID_92AG,ID_HD4C3MI8,,,3,12,3
ID_Y6XI,ID_HD4C3MI8,rank 1,count 9,3,12,7
ID_8PEN,ID_HD4C3MI8,rank 11,count 3,2,11,4
ID_G7A4,ID_HD4C3MI8,rank 11,count 5,3,10,5
ID_GQCR,ID_HD4C3MI8,rank 1,count 6,3,10,5
ID_664W,ID_HD4C3MI8,rank 11,count 10,3,7,3
ID_UBMS,ID_HD4C3MI8,rank 11,count 10,2,11,4
ID_XWMG,ID_HD4C3MI8,,,3,1,1
ID_T638,ID_HD4C3MI8,,,2,9,1
ID_IAYS,ID_HD4C3MI8,rank 11,count 4,2,11,4
ID_ZSZR,ID_HD4C3MI8,,,3,2,5
ID_3HST,ID_HD4C3MI8,rank 1,count 10,3,9,5
ID_7MLO,ID_PCVY0Y91,,,2,10,5
ID_R4NQ,ID_PCVY0Y91,rank 11,count 5,3,11,5
ID_WIA6,ID_PCVY0Y91,,,3,12,7
ID_MPSN,ID_PCVY0Y91,rank 5,count 10,2,4,7
ID_C59X,ID_PCVY0Y91,,,3,3,5
ID_MICX,ID_PCVY0Y91,rank 1,count 7,3,4,3
ID_GCU7,ID_PCVY0Y91,,,2,6,4
ID_4DT4,ID_PCVY0Y91,,count 10,3,8,1
ID_UIC7,ID_PCVY0Y91,,,2,1,5
ID_1CBJ,ID_PCVY0Y91,,,2,4,2
ID_Z5QP,ID_PCVY0Y91,rank 10,count 10,3,6,4
ID_GFDE,ID_PCVY0Y91,,,3,3,3
ID_1INW,ID_PCVY0Y91,,,2,1,5
ID_AXVN,ID_PCVY0Y91,,,2,8,2
ID_T638,ID_PCVY0Y91,rank 2,count 10,2,4,1
ID_1E58,ID_G9X1Z8ZT,rank 10,count 10,3,11,5
ID_2KEY,ID_G9X1Z8ZT,,,2,6,5
ID_JIF0,ID_G9X1Z8ZT,rank 1,count 6,3,9,1
ID_AWEI,ID_G9X1Z8ZT,,,2,7,6
ID_H4L8,ID_G9X1Z8ZT,,,2,8,2
ID_R5HL,ID_G9X1Z8ZT,,,3,12,7
ID_UBMS,ID_G9X1Z8ZT,,,2,11,4
ID_XWMG,ID_G9X1Z8ZT,,,3,3,6
ID_T638,ID_G9X1Z8ZT,rank 5,count 10,2,3,7
ID_ZSZR,ID_G9X1Z8ZT,,,3,2,2
ID_1E58,ID_S9PLLQRQ,rank 8,count 10,3,9,6
ID_ZBPQ,ID_S9PLLQRQ,,,3,10,5
ID_SW6X,ID_S9PLLQRQ,,,3,10,5
ID_MPSN,ID_S9PLLQRQ,,,3,10,5
ID_AWEI,ID_S9PLLQRQ,,,3,10,5
ID_ON5E,ID_S9PLLQRQ,rank 11,count 10,3,9,4
ID_E1LI,ID_S9PLLQRQ,,,3,10,5
ID_F7X4,ID_S9PLLQRQ,,,3,10,5
ID_R5HL,ID_S9PLLQRQ,,,3,11,1
ID_HJ9S,ID_S9PLLQRQ,,,3,10,7
ID_HTKR,ID_S9PLLQRQ,,,3,9,6
ID_VS6D,ID_S9PLLQRQ,,,3,10,3
ID_GOXL,ID_00HKNVC0,rank 11,count 10,3,11,1
ID_9E5U,ID_00HKNVC0,,,3,2,2
ID_MPSN,ID_00HKNVC0,rank 5,count 10,3,10,7
ID_C59X,ID_00HKNVC0,rank 10,count 10,3,3,4
ID_SNXY,ID_00HKNVC0,,,3,11,3
ID_P8IG,ID_00HKNVC0,,,3,10,7
ID_BQO2,ID_00HKNVC0,,,3,12,6
ID_MICX,ID_00HKNVC0,rank 11,count 3,3,4,2
ID_S3FU,ID_00HKNVC0,,count 10,3,12,6
ID_PH4H,ID_00HKNVC0,,,3,11,1
ID_F7X4,ID_00HKNVC0,,,3,12,6
ID_GCU7,ID_00HKNVC0,,,3,4,7
ID_R5HL,ID_00HKNVC0,rank 4,count 10,3,11,3
ID_Z5QP,ID_00HKNVC0,rank 10,count 6,3,6,3
ID_VNN1,ID_00HKNVC0,,,3,2,2
ID_GFDE,ID_00HKNVC0,rank 9,count 10,3,3,5
ID_GQCR,ID_00HKNVC0,,,3,10,5
ID_7MLO,ID_RZSAPJNX,,count 10,2,10,5
ID_QCN2,ID_RZSAPJNX,,,3,1,5
ID_1E58,ID_RZSAPJNX,rank 1,count 7,3,11,7
ID_JYR6,ID_RZSAPJNX,,,3,1,4
ID_V5M1,ID_RZSAPJNX,rank 1,count 10,2,7,2
ID_LMFN,ID_RZSAPJNX,,count 10,2,9,5
ID_GI2A,ID_RZSAPJNX,rank 1,count 8,3,8,1
ID_IUTP,ID_RZSAPJNX,rank 11,count 10,3,1,6
ID_MPSN,ID_RZSAPJNX,,,2,9,4
ID_AWEI,ID_RZSAPJNX,,,2,12,6
ID_TYYF,ID_RZSAPJNX,,,2,12,5
ID_ABBZ,ID_RZSAPJNX,,count 10,3,5,7
ID_C59X,ID_RZSAPJNX,rank 11,count 6,3,3,5
ID_F53H,ID_RZSAPJNX,rank 2,count 7,2,11,3
ID_FBDX,ID_RZSAPJNX,rank 11,count 10,2,12,5
ID_MICX,ID_RZSAPJNX,rank 2,count 3,3,4,3
ID_8WX8,ID_RZSAPJNX,rank 11,count 6,2,12,4
ID_N932,ID_RZSAPJNX,rank 1,count 7,2,12,4
ID_GCU7,ID_RZSAPJNX,rank 11,count 3,2,8,5
ID_4DT4,ID_RZSAPJNX,rank 9,count 6,3,8,5
ID_H4L8,ID_RZSAPJNX,rank 9,count 10,2,11,3
ID_3JA7,ID_RZSAPJNX,rank 11,count 9,3,9,5
ID_Z5QP,ID_RZSAPJNX,,count 6,3,6,3
ID_TLNA,ID_RZSAPJNX,,,3,5,7
ID_GFDE,ID_RZSAPJNX,rank 11,count 10,3,3,7
ID_VK18,ID_RZSAPJNX,rank 10,count 10,3,6,7
ID_AXVN,ID_RZSAPJNX,rank 1,count 6,2,9,7
ID_OBP1,ID_RZSAPJNX,rank 1,count 10,3,5,4
ID_VS6D,ID_RZSAPJNX,rank 10,count 8,3,8,5
ID_RSV3,ID_RZSAPJNX,,,3,1,5
ID_VDSL,ID_RZSAPJNX,rank 11,count 6,2,12,3
ID_G7A4,ID_RZSAPJNX,rank 11,count 3,3,10,4
ID_GQCR,ID_RZSAPJNX,,count 6,3,10,5
ID_664W,ID_RZSAPJNX,,,3,12,5
ID_XWMG,ID_RZSAPJNX,,,2,12,5
ID_3HST,ID_RZSAPJNX,rank 11,count 6,3,7,1
ID_2KEY,ID_BI7VI3BY,,,2,5,3
ID_MPSN,ID_BI7VI3BY,rank 9,count 6,2,3,3
ID_AWEI,ID_BI7VI3BY,,,2,4,1
ID_C59X,ID_BI7VI3BY,,,3,3,1
ID_P8IG,ID_BI7VI3BY,,,2,6,6
ID_F53H,ID_BI7VI3BY,rank 9,count 6,2,12,4
ID_FBDX,ID_BI7VI3BY,,,2,12,4
ID_MICX,ID_BI7VI3BY,rank 1,count 3,3,4,2
ID_D42Y,ID_BI7VI3BY,,,2,5,3
ID_F7X4,ID_BI7VI3BY,,,1,10,7
ID_GCU7,ID_BI7VI3BY,,count 10,2,6,5
ID_4DT4,ID_BI7VI3BY,,,3,5,2
